date,close,volume
2019-02-06,63.19,249588
2019-02-07,61.53,253924
2019-02-08,60.99,121572
2019-02-11,62.47,186766
2019-02-12,62.98,219745
2019-02-13,62.11,351183
2019-02-14,62.57,216136
2019-02-15,62.99,253344
2019-02-19,62.64,137002
2019-02-20,62.73,209649
2019-02-21,61.43,112442
2019-02-22,62.94,131297
2019-02-25,62.59,124422
2019-02-26,61.86,85102
2019-02-27,61.76,86934
2019-02-28,61.96,137754
2019-03-01,63.54,170974
2019-03-04,62.09,134378
2019-03-05,61.71,90743
2019-03-06,59.36,141300
2019-03-07,58.81,144426
2019-03-08,58.73,157269
2019-03-11,61.13,135755
2019-03-12,61.87,76766
2019-03-13,61.48,128271
2019-03-14,60.65,97279
2019-03-15,62.21,394229
2019-03-18,63.06,191386
2019-03-19,63.97,228873
2019-03-20,63.89,174469
2019-03-21,63.97,224917
2019-03-22,59.68,239004
2019-03-25,60.53,193461
2019-03-26,55.5,1688882
2019-03-27,55.51,464140
2019-03-28,56.44,358651
2019-03-29,57.39,249072
2019-04-01,57.31,236946
2019-04-02,57.2,222247
2019-04-03,57.04,135570
2019-04-04,57.14,116139
2019-04-05,57.54,130223
2019-04-08,57.28,183623
2019-04-09,56.79,143474
2019-04-10,58.06,199803
2019-04-11,57.26,87058
2019-04-12,57.35,97424
2019-04-15,57.29,101765
2019-04-16,56.67,220135
2019-04-17,55.19,238203
2019-04-18,56.76,228685
2019-04-22,56.32,103597
2019-04-23,57.64,207616
2019-04-24,57.83,110404
2019-04-25,57.87,115922
2019-04-26,59.22,169279
2019-04-29,60.31,269387
2019-04-30,60.66,325071
2019-05-01,60.07,389570
2019-05-02,60.34,208771
2019-05-03,61.53,157909
2019-05-06,62.03,184237
2019-05-07,60.77,243090
2019-05-08,60.9,118210
2019-05-09,61.25,97474
2019-05-10,61.95,193224
2019-05-13,61.38,239689
2019-05-14,60.18,174830
2019-05-15,60.16,122246
2019-05-16,60.17,125825
2019-05-17,58.93,147687
2019-05-20,58.23,155716
2019-05-21,58.61,118593
2019-05-22,58.4,106643
2019-05-23,56.6,179059
2019-05-24,57.07,107185
2019-05-28,57.28,175835
