year,ticker,company,sector,preliminary_posted,effective_date,list_kind
2019,NXTC,NEXTCURE,Health Care,2019-06-07,2019-06-28,addition
2021,NXTC,NEXTCURE,Health Care,2021-06-04,2021-06-25,deletion
2017,NYMX,NYMOX PHARMACEUTICAL,Health Care,2017-05-31,2017-06-23,addition
2020,NYMX,NYMOX PHARMACEUTICAL,Health Care,2020-06-12,2020-06-26,addition
2021,NYMX,NYMOX PHARMACEUTICAL,Health Care,2021-06-04,2021-06-25,deletion
2020,OAS,OASIS PETE INC,Energy,2020-06-12,2020-06-26,deletion
2021,OAS,OASIS PETROLEUM,Energy,2021-06-04,2021-06-25,addition
2021,OCGN,OCUGEN INC,Health Care,2021-06-04,2021-06-25,addition
2023,OCGN,OCUGEN INC,Health Care,2023-05-19,2023-06-23,deletion
2020,OCN,OCWEN FINANCIAL CORP,Financial Services,2020-06-12,2020-06-26,deletion
2021,OCN,OCWEN FINL CORP,Financials,2021-06-04,2021-06-25,addition
2022,OCN,OCWEN FINANCIAL CORP,Financials,2022-06-03,2022-06-24,deletion
2023,OCN,OCWEN FINANCIAL CORP,Financials,2023-05-19,2023-06-23,addition
2016,OCX,ONCOCYTE CORPORATION,Health Care,2016-06-10,2016-06-24,deletion
2017,OCX,ONCOCYTE CORPORATION,Health Care,2017-05-31,2017-06-23,addition
2019,OCX,ONCOCYTE CORPORATION,Health Care,2019-06-07,2019-06-28,addition
2022,OCX,ONCOCYTE CORP,Health Care,2022-06-03,2022-06-24,deletion
2022,ODC,OIL DRI CORP OF AMERICA,Consumer Staples,2022-06-03,2022-06-24,deletion
2023,ODC,OIL DRI CORP OF AMERICA,Consumer Staples,2023-05-19,2023-06-23,addition
2020,OESX,ORION ENERGY SYSTEMS INC,Producer Durables,2020-06-12,2020-06-26,addition
2021,OESX,ORION ENERGY SYSTEMS INC,Industrials,2021-06-04,2021-06-25,deletion
2017,OFED,OCONEE FEDERAL FINANCIAL,Financial Services,2017-05-31,2017-06-23,addition
2020,OFED,OCONEE FEDERAL FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2021,OFED,OCONEE FEDERAL FINANCIAL,Financials,2021-06-04,2021-06-25,deletion
2022,OLMA,OLEMA PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,OLMA,OLEMA PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2022,OMER,OMEROS CORP,Health Care,2022-06-03,2022-06-24,deletion
2023,OMER,OMEROS CORP,Health Care,2023-05-19,2023-06-23,addition
2022,OMGA,OMEGA THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2023,OMGA,OMEGA THERAPEUTICS,Health Care,2023-05-19,2023-06-23,addition
2021,ONCT,ONCTERNAL THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,addition
2022,ONCT,ONCTERNAL THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2022,ONDS,ONDAS HOLDINGS,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,ONDS,ONDAS HOLDINGS,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2022,OPAD,OFFERPAD SOLUTIONS INC (A),Real Estate,2022-06-03,2022-06-24,addition
2023,OPAD,OFFERPAD SOLUTIONS (A),Real Estate,2023-05-19,2023-06-23,deletion
2018,OPBK,OP BANCORP,Financial Services,2018-06-08,2018-06-22,addition
2021,OPBK,OP BANCORP,Financials,2021-06-04,2021-06-25,deletion
2021,OPTN,OPTINOSE INC,Health Care,2021-06-04,2021-06-25,deletion
2023,OPTN,OPTINOSE INC,Health Care,2023-05-19,2023-06-23,addition
2020,ORGS,ORGENESIS INC,Health Care,2020-06-12,2020-06-26,addition
2021,ORGS,ORGENESIS INC,Health Care,2021-06-04,2021-06-25,deletion
2020,ORIC,ORIC PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2022,ORIC,ORIC PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,ORIC,ORIC PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2021,ORMP,ORAMED PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,addition
2022,ORMP,ORAMED PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2016,OSG,OVERSEAS SHIPHOLDING INC,Producer Durables,2016-06-10,2016-06-24,addition
2021,OSG,OVERSEAS SHIPHOLDING INC,Industrials,2021-06-04,2021-06-25,deletion
2023,OSG,OVERSEAS SHIPHOLDING INC,Industrials,2023-05-19,2023-06-23,addition
2021,OUST,OUSTER INC (A),Technology,2021-06-04,2021-06-25,addition
2023,OUST,OUSTER INC (A),Technology,2023-05-19,2023-06-23,deletion
2017,OVBC,OHIO VY BANC CORP,Financial Services,2017-05-31,2017-06-23,addition
2021,OVBC,OHIO VY BANC CORP,Financials,2021-06-04,2021-06-25,deletion
2017,OVID,OVID THERAPEUTICS INC,Health Care,2017-05-31,2017-06-23,addition
2020,OVID,OVID THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,OVID,OVID THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2023,OVID,OVID THERAPEUTICS INC,Health Care,2023-05-19,2023-06-23,addition
2018,OVLY,OAK VALLEY BANCORP,Financial Services,2018-06-08,2018-06-22,addition
2021,OVLY,OAK VALLEY BANCORP,Financials,2021-06-04,2021-06-25,deletion
2023,OVLY,OAK VALLEY BANCORP,Financials,2023-05-19,2023-06-23,addition
2022,OWLT,OWLET INC (A),Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,OWLT,OWLET INC (A),Consumer Discretionary,2023-05-19,2023-06-23,deletion
2019,PACD,PACIFIC DRILLING LTD,Energy,2019-06-07,2019-06-28,addition
2020,PACD,PACIFIC DRILLING LTD,Energy,2020-06-12,2020-06-26,deletion
2020,PANL,PANGAEA LOGS SOLUTIONS,Producer Durables,2020-06-12,2020-06-26,addition
2021,PANL,PANGAEA LOGS SOLUTIONS,Industrials,2021-06-04,2021-06-25,deletion
2023,PANL,PANGAEA LOGS SOLUTIONS,Industrials,2023-05-19,2023-06-23,addition
2020,PASG,PASSAGE BIO,Health Care,2020-06-12,2020-06-26,addition
2022,PASG,PASSAGE BIO,Health Care,2022-06-03,2022-06-24,deletion
2020,PAVM,PAVMED INC,Health Care,2020-06-12,2020-06-26,addition
2022,PAVM,PAVMED INC,Health Care,2022-06-03,2022-06-24,deletion
2019,PAYS,PAYSIGN INC,Financial Services,2019-06-07,2019-06-28,addition
2021,PAYS,PAYSIGN INC,Industrials,2021-06-04,2021-06-25,deletion
2023,PAYS,PAYSIGN INC,Industrials,2023-05-19,2023-06-23,addition
2017,PBIP,PRUDENTIAL BANCORP INC,Financial Services,2017-05-31,2017-06-23,addition
2021,PBIP,PRUDENTIAL BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2020,PBPB,POTBELLY CORPORATION,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2023,PBPB,POTBELLY CORPORATION,Consumer Discretionary,2023-05-19,2023-06-23,addition
2021,PCB,PCB BANCORP,Financials,2021-06-04,2021-06-25,deletion
2022,PCB,PCB BANCORP,Financials,2022-06-03,2022-06-24,addition
2017,PCMI,PCM INC,Technology,2017-05-31,2017-06-23,addition
2019,PCMI,PCM INC,Technology,2019-06-07,2019-06-28,addition
2016,PCO,PENDRELL CORPORATION,Utilities,2016-06-10,2016-06-24,deletion
2017,PCO,PENDRELL CORP,Technology,2017-05-31,2017-06-23,addition
2020,PCTI,PCTEL INC,Technology,2020-06-12,2020-06-26,addition
2021,PCTI,PCTEL INC,Telecommunications,2021-06-04,2021-06-25,deletion
2020,PCYG,PARK CITY GROUP INC,Technology,2020-06-12,2020-06-26,addition
2021,PCYG,PARK CITY GROUP INC,Technology,2021-06-04,2021-06-25,deletion
2018,PDLB,PDL COMMUNITY BANCORP,Financial Services,2018-06-08,2018-06-22,addition
2021,PDLB,PDL COMMUNITY BANCORP,Financials,2021-06-04,2021-06-25,deletion
2023,PDLB,PONCE FINANCIAL GROUP,Financials,2023-05-19,2023-06-23,addition
2017,PEBK,PEOPLES BANCORP N C INC,Financial Services,2017-05-31,2017-06-23,addition
2021,PEBK,PEOPLES BANCORP N C INC,Financials,2021-06-04,2021-06-25,deletion
2021,PFHD,PROFESSIONAL HOLDING,Financials,2021-06-04,2021-06-25,deletion
2022,PFHD,PROFESSIONAL HOLDING,Financials,2022-06-03,2022-06-24,addition
2017,PFNX,PFENEX INC,Health Care,2017-05-31,2017-06-23,deletion
2018,PFNX,PFENEX INC,Health Care,2018-06-08,2018-06-22,addition
2017,PFSW,PFSWEB INC,Producer Durables,2017-05-31,2017-06-23,deletion
2018,PFSW,PFSWEB INC,Producer Durables,2018-06-08,2018-06-22,addition
2020,PFSW,PFSWEB INC,Producer Durables,2020-06-12,2020-06-26,addition
2021,PFSW,PFSWEB INC,Industrials,2021-06-04,2021-06-25,deletion
2022,PFSW,PFSWEB INC,Industrials,2022-06-03,2022-06-24,addition
2023,PFSW,PFSWEB INC,Industrials,2023-05-19,2023-06-23,deletion
2019,PHAS,PHASEBIO PHARMACEUTICALS,Health Care,2019-06-07,2019-06-28,addition
2021,PHAS,PHASEBIO PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,deletion
2019,PHUN,PHUNWARE INC,Technology,2019-06-07,2019-06-28,addition
2020,PHUN,PHUNWARE INC,Technology,2020-06-12,2020-06-26,deletion
2020,PINE,ALPINE INCOME PROPERTY T,Financial Services,2020-06-12,2020-06-26,addition
2021,PINE,ALPINE INCOME PROPERTY T,Real Estate,2021-06-04,2021-06-25,deletion
2023,PINE,ALPINE INCOME PROPERTY T,Real Estate,2023-05-19,2023-06-23,addition
2017,PIRS,PIERIS PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,addition
2021,PIRS,PIERIS PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,deletion
2017,PKBK,PARKE BANCORP INC,Financial Services,2017-05-31,2017-06-23,addition
2021,PKBK,PARKE BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2022,PKBK,PARKE BANCORP,Financials,2022-06-03,2022-06-24,addition
2022,PKOH,PARK OHIO HOLDINGS CORP,Industrials,2022-06-03,2022-06-24,deletion
2023,PKOH,PARK OHIO HOLDINGS CORP,Industrials,2023-05-19,2023-06-23,addition
2020,PLBC,PLUMAS BANCORP,Financial Services,2020-06-12,2020-06-26,addition
2021,PLBC,PLUMAS BANCORP,Financials,2021-06-04,2021-06-25,deletion
2023,PLBC,PLUMAS BANCORP,Financials,2023-05-19,2023-06-23,addition
2021,PLBY,PLBY GROUP INC,Consumer Staples,2021-06-04,2021-06-25,addition
2023,PLBY,PLBY GROUP INC,Consumer Staples,2023-05-19,2023-06-23,deletion
2022,PLRX,PLIANT THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2023,PLRX,PLIANT THERAPEUTICS,Health Care,2023-05-19,2023-06-23,addition
2017,PLSE,PULSE BIOSCIENCES INC,Health Care,2017-05-31,2017-06-23,addition
2022,PLSE,PULSE BIOSCIENCES INC,Health Care,2022-06-03,2022-06-24,deletion
2023,PLSE,PULSE BIOSCIENCES INC,Health Care,2023-05-19,2023-06-23,addition
2016,PMBC,PACIFIC MERCANTILE BANCO,Financial Services,2016-06-10,2016-06-24,addition
2020,PMBC,PACIFIC MERCANTILE BANCO,Financial Services,2020-06-12,2020-06-26,deletion
2019,PNRG,PRIMEENERGY RESOURCES,Energy,2019-06-07,2019-06-28,addition
2021,PNRG,PRIMEENERGY RESOURCES,Energy,2021-06-04,2021-06-25,deletion
2023,PNRG,PRIMEENERGY RESOURCES,Energy,2023-05-19,2023-06-23,addition
2021,PPTA,PERPETUA RESOURCES,Basic Materials,2021-06-04,2021-06-25,addition
2022,PPTA,PERPETUA RESOURCES,Basic Materials,2022-06-03,2022-06-24,deletion
2023,PPTA,PERPETUA RESOURCES,Basic Materials,2023-05-19,2023-06-23,addition
2021,PRCH,PORCH GROUP INC (A),Technology,2021-06-04,2021-06-25,addition
2023,PRCH,PORCH GROUP INC (A),Technology,2023-05-19,2023-06-23,deletion
2022,PRDS,PARDES BIOSCIENCES INC (A),Health Care,2022-06-03,2022-06-24,addition
2023,PRDS,PARDES BIOSCIENCES (A),Health Care,2023-05-19,2023-06-23,deletion
2018,PRGX,PRGX GLOBAL INC,Producer Durables,2018-06-08,2018-06-22,addition
2020,PRGX,PRGX GLOBAL INC,Producer Durables,2020-06-12,2020-06-26,deletion
2022,PRLD,PRELUDE THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2023,PRLD,PRELUDE THERAPEUTICS,Health Care,2023-05-19,2023-06-23,addition
2016,PRMW,PRIMO WTR CORP,Consumer Staples,2016-06-10,2016-06-24,addition
2020,PRMW,PRIMO WATER,Consumer Staples,2020-06-12,2020-06-26,addition
2016,PROV,PROVIDENT FINL HLDGS INC,Financial Services,2016-06-10,2016-06-24,addition
2019,PROV,PROVIDENT FINL HLDGS INC,Financial Services,2019-06-07,2019-06-28,addition
2021,PROV,PROVIDENT FINL HLDGS INC,Financials,2021-06-04,2021-06-25,deletion
2021,PRTG,PORTAGE BIOTECH,Health Care,2021-06-04,2021-06-25,addition
2022,PRTG,PORTAGE BIOTECH,Health Care,2022-06-03,2022-06-24,deletion
2020,PRTY,PARTY CITY HOLDCO INC,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2021,PRTY,PARTY CITY HOLDCO,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,PSTX,POSEIDA THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2023,PSTX,POSEIDA THERAPEUTICS,Health Care,2023-05-19,2023-06-23,addition
2016,PTI,PROTEOSTASIS THERA INC,Health Care,2016-06-10,2016-06-24,addition
2017,PTI,PROTEOSTASIS THERA INC,Health Care,2017-05-31,2017-06-23,deletion
2018,PTI,PROTEOSTASIS THERA INC,Health Care,2018-06-08,2018-06-22,addition
2018,PTN,PALATIN TECHNOLOGIES INC,Health Care,2018-06-08,2018-06-22,addition
2020,PTN,PALATIN TECHNOLOGIES INC,Health Care,2020-06-12,2020-06-26,deletion
2017,PTSI,P A M TRANSN SVCS INC,Producer Durables,2017-05-31,2017-06-23,deletion
2018,PTSI,P A M TRANSN SVCS INC,Producer Durables,2018-06-08,2018-06-22,addition
2016,PVBC,PROVIDENT BANCORP INC,Financial Services,2016-06-10,2016-06-24,addition
2023,PVBC,PROVIDENT BANCORP INC,Financials,2023-05-19,2023-06-23,deletion
2020,PWFL,POWERFLEET INC,Technology,2020-06-12,2020-06-26,addition
2021,PWFL,POWERFLEET INC,Telecommunications,2021-06-04,2021-06-25,deletion
2021,PWOD,PENNS WOODS BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2023,PWOD,PENNS WOODS BANCORP INC,Financials,2023-05-19,2023-06-23,addition
2017,PXLW,PIXELWORKS INC,Technology,2017-05-31,2017-06-23,addition
2020,PXLW,PIXELWORKS INC,Technology,2020-06-12,2020-06-26,addition
2021,PXLW,PIXELWORKS INC,Technology,2021-06-04,2021-06-25,deletion
2017,QHC,QUORUM HEALTH CORP,Health Care,2017-05-31,2017-06-23,deletion
2018,QHC,QUORUM HEALTH CORP,Health Care,2018-06-08,2018-06-22,addition
2020,QMCO,QUANTUM CORP,Technology,2020-06-12,2020-06-26,addition
2022,QMCO,QUANTUM CORP,Technology,2022-06-03,2022-06-24,deletion
2016,QTM,QUANTUM CORP,Technology,2016-06-10,2016-06-24,deletion
2017,QTM,QUANTUM CORP,Technology,2017-05-31,2017-06-23,addition
2017,QTNT,QUOTIENT LIMITED,Health Care,2017-05-31,2017-06-23,addition
2020,QTNT,QUOTIENT LIMITED,Health Care,2020-06-12,2020-06-26,addition
2022,QTNT,QUOTIENT LIMITED,Health Care,2022-06-03,2022-06-24,deletion
2021,QUAD,QUAD / GRAPHICS INC,Industrials,2021-06-04,2021-06-25,deletion
2022,QUAD,QUAD/GRAPHICS INC.,Industrials,2022-06-03,2022-06-24,addition
2021,RAIN,RAIN THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2022,RAIN,RAIN THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2023,RAIN,RAIN ONCOLOGY INC,Health Care,2023-05-19,2023-06-23,addition
2021,RCEL,AVITA MEDICAL,Health Care,2021-06-04,2021-06-25,addition
2022,RCEL,AVITA MEDICAL INC,Health Care,2022-06-03,2022-06-24,deletion
2023,RCEL,AVITA MEDICAL INC,Health Care,2023-05-19,2023-06-23,addition
2020,RDVT,RED VIOLET,Technology,2020-06-12,2020-06-26,addition
2021,RDVT,RED VIOLET,Technology,2021-06-04,2021-06-25,deletion
2022,RDVT,RED VIOLET,Technology,2022-06-03,2022-06-24,addition
2020,REFR,RESEARCH FRONTIERS INC,Technology,2020-06-12,2020-06-26,addition
2021,REFR,RESEARCH FRONTIERS INC,Technology,2021-06-04,2021-06-25,deletion
2020,REI,RING ENERGY INC,Energy,2020-06-12,2020-06-26,deletion
2022,REI,RING ENERGY INC,Energy,2022-06-03,2022-06-24,addition
2021,REKR,REKOR SYSTEMS,Industrials,2021-06-04,2021-06-25,addition
2022,REKR,REKOR SYSTEMS INC,Industrials,2022-06-03,2022-06-24,deletion
2017,REPH,RECRO PHARMA INC,Health Care,2017-05-31,2017-06-23,addition
2021,REPH,RECRO PHARMA INC,Health Care,2021-06-04,2021-06-25,deletion
2020,RESN,RESONANT INC,Technology,2020-06-12,2020-06-26,addition
2021,RESN,RESONANT INC,Telecommunications,2021-06-04,2021-06-25,deletion
2019,RFL,RAFAEL HOLDINGS,Financial Services,2019-06-07,2019-06-28,addition
2022,RFL,RAFAEL HOLDINGS,Real Estate,2022-06-03,2022-06-24,deletion
2017,RGCO,RGC RES INC,Utilities,2017-05-31,2017-06-23,addition
2021,RGCO,RGC RES INC,Utilities,2021-06-04,2021-06-25,deletion
2023,RGCO,RGC RES INC,Utilities,2023-05-19,2023-06-23,addition
2022,RGTI,RIGETTI COMPUTING INC (A),Financials,2022-06-03,2022-06-24,addition
2023,RGTI,RIGETTI COMPUTING (A),Technology,2023-05-19,2023-06-23,deletion
2021,RIDE,LORDSTOWN MOTORS CORP (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2023,RIDE,LORDSTOWN MOTORS CRP (A),Consumer Discretionary,2023-05-19,2023-06-23,deletion
2016,RIG,TRANSOCEAN LTD,Energy,2016-06-10,2016-06-24,addition
2021,RIG,TRANSOCEAN LTD,Energy,2021-06-04,2021-06-25,deletion
2016,RLH,RED LION HOTELS CORP,Consumer Discretionary,2016-06-10,2016-06-24,addition
2020,RLH,RED LION HOTELS CORP,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2020,RLMD,RELMADA THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2023,RLMD,RELMADA THERAPEUTICS,Health Care,2023-05-19,2023-06-23,deletion
2022,RMBL,RUMBLEON INC,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,RMBL,RUMBLEON INC,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2021,RMO,ROMEO POWER INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,RMO,ROMEO POWER INC (A),Consumer Discretionary,2022-06-03,2022-06-24,deletion
2022,ROOT,ROOT,Financials,2022-06-03,2022-06-24,addition
2023,ROOT,ROOT,Financials,2023-05-19,2023-06-23,deletion
2017,ROSE,ROSEHILL RESOURCES INC,Energy,2017-05-31,2017-06-23,addition
2020,ROSE,ROSEHILL RESOURCES INC,Energy,2020-06-12,2020-06-26,deletion
2016,ROX,CASTLE BRANDS INC,Consumer Staples,2016-06-10,2016-06-24,deletion
2017,ROX,CASTLE BRANDS INC,Consumer Staples,2017-05-31,2017-06-23,addition
2021,RPHM,RENEO PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,addition
2022,RPHM,RENEO PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,RPHM,RENEO PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2020,RRD,DONNELLEY R R & SONS CO,Producer Durables,2020-06-12,2020-06-26,deletion
2021,RRD,DONNELLEY (RR) & SONS,Industrials,2021-06-04,2021-06-25,addition
2022,RRGB,RED ROBIN GOURMET BURGER,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,RRGB,RED ROBIN GOURMET BURGER,Consumer Discretionary,2023-05-19,2023-06-23,addition
2020,RVP,RETRACTABLE TECHNOLOGIES,Health Care,2020-06-12,2020-06-26,addition
2022,RVP,RETRACTABLE TECHNOLOGIES,Health Care,2022-06-03,2022-06-24,deletion
2017,RVSB,RIVERVIEW BANCORP INC,Financial Services,2017-05-31,2017-06-23,addition
2021,RVSB,RIVERVIEW BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2022,RYTM,RHYTHM PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,RYTM,RHYTHM PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2020,SAL,SALISBURY BANCORP INC,Financial Services,2020-06-12,2020-06-26,addition
2021,SAL,SALISBURY BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2016,SAMG,SILVERCREST ASSET MNGMT,Financial Services,2016-06-10,2016-06-24,addition
2021,SAMG,SILVERCREST ASSET MNGMT,Financials,2021-06-04,2021-06-25,deletion
2022,SAMG,SILVERCREST ASSET MANAGEMENT GROUP INC,Financials,2022-06-03,2022-06-24,addition
2016,SB,SAFE BULKERS INC,Producer Durables,2016-06-10,2016-06-24,deletion
2017,SB,SAFE BULKERS INC,Producer Durables,2017-05-31,2017-06-23,addition
2017,SBBP,STRONGBRIDGE BIOPHARMA,Health Care,2017-05-31,2017-06-23,addition
2019,SBBP,STRONGBRIDGE BIOPHARMA,Health Care,2019-06-07,2019-06-28,addition
2021,SBBP,STRONGBRIDGE BIOPHARMA,Health Care,2021-06-04,2021-06-25,deletion
2020,SBFG,SB FINL GROUP INC,Financial Services,2020-06-12,2020-06-26,addition
2021,SBFG,SB FINL GROUP INC,Financials,2021-06-04,2021-06-25,deletion
2017,SBOW,SILVERBOW RESOURCES,Energy,2017-05-31,2017-06-23,addition
2020,SBOW,SILVERBOW RESOURCES,Energy,2020-06-12,2020-06-26,deletion
2022,SBOW,SILVERBOW RESOURCES,Energy,2022-06-03,2022-06-24,addition
2021,SBT,STERLING BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2022,SBT,STERLING BANCORP INC,Financials,2022-06-03,2022-06-24,addition
2019,SCOR,COMSCORE INC,Technology,2019-06-07,2019-06-28,addition
2022,SCOR,COMSCORE INC,Technology,2022-06-03,2022-06-24,deletion
2020,SCPH,SCPHARMACEUTICALS INC,Health Care,2020-06-12,2020-06-26,addition
2021,SCPH,SCPHARMACEUTICALS INC,Health Care,2021-06-04,2021-06-25,deletion
2023,SCPH,SCPHARMACEUTICALS INC,Health Care,2023-05-19,2023-06-23,addition
2016,SCWX,SECUREWORKS CORP,Technology,2016-06-10,2016-06-24,addition
2023,SCWX,SECUREWORKS CORP,Technology,2023-05-19,2023-06-23,deletion
2017,SD,SANDRIDGE ENERGY INC,Energy,2017-05-31,2017-06-23,addition
2020,SD,SANDRIDGE ENERGY INC,Energy,2020-06-12,2020-06-26,deletion
2022,SD,SANDRIDGE ENERGY,Energy,2022-06-03,2022-06-24,addition
2017,SDRL,SEADRILL LIMITED,Energy,2017-05-31,2017-06-23,deletion
2019,SDRL,SEADRILL LIMITED,Energy,2019-06-07,2019-06-28,addition
2020,SDRL,SEADRILL LIMITED,Energy,2020-06-12,2020-06-26,deletion
2023,SDRL,SEADRILL LTD NYSE,Energy,2023-05-19,2023-06-23,addition
2016,SEAC,SEACHANGE INTERNATIONAL,Technology,2016-06-10,2016-06-24,deletion
2020,SEAC,SEACHANGE INTERNATIONAL,Technology,2020-06-12,2020-06-26,addition
2021,SEAC,SEACHANGE INTERNATIONAL,Technology,2021-06-04,2021-06-25,deletion
2020,SEDG,SOLAREDGE TECHNOLOGIES,Energy,2020-06-12,2020-06-26,addition
2021,SEDG,SOLAREDGE TECHNOLOGIES,Energy,2021-06-04,2021-06-25,deletion
2021,SEEL,SEELOS THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2022,SEEL,SEELOS THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,deletion
2020,SELB,SELECTA BIOSCIENCES INC,Health Care,2020-06-12,2020-06-26,addition
2022,SELB,SELECTA BIOSCIENCES INC,Health Care,2022-06-03,2022-06-24,deletion
2023,SELB,SELECTA BIOSCIENCES INC,Health Care,2023-05-19,2023-06-23,addition
2016,SENS,SENSEONICS HOLDINGS INC,Health Care,2016-06-10,2016-06-24,addition
2017,SENS,SENSEONICS HOLDINGS INC,Health Care,2017-05-31,2017-06-23,deletion
2018,SENS,SENSEONICS HOLDINGS INC,Health Care,2018-06-08,2018-06-22,addition
2020,SENS,SENSEONICS HOLDINGS INC,Health Care,2020-06-12,2020-06-26,deletion
2021,SENS,SENSEONICS HOLDINGS,Health Care,2021-06-04,2021-06-25,addition
2023,SENS,SENSEONICS HOLDINGS INC,Health Care,2023-05-19,2023-06-23,deletion
2021,SESN,SESEN BIO,Health Care,2021-06-04,2021-06-25,addition
2022,SESN,SESEN BIO INC,Health Care,2022-06-03,2022-06-24,deletion
2021,SFT,SHIFT TECHNOLOGIES INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,SFT,SHIFT TECHNOLOGIES (A),Consumer Discretionary,2022-06-03,2022-06-24,deletion
2016,SGY,STONE ENERGY CORP,Energy,2016-06-10,2016-06-24,deletion
2017,SGY,STONE ENERGY CORP,Energy,2017-05-31,2017-06-23,addition
2016,SHBI,SHORE BANCSHARES INC,Financial Services,2016-06-10,2016-06-24,addition
2021,SHBI,SHORE BANCSHARES INC,Financials,2021-06-04,2021-06-25,deletion
2022,SHBI,SHORE BANCSHARES INC,Financials,2022-06-03,2022-06-24,addition
2016,SHOS,SEARS HOMETOWN OUTLET,Consumer Discretionary,2016-06-10,2016-06-24,addition
2017,SHOS,SEARS HOMETOWN OUTLET,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2019,SHSP,SHARPSPRING INC,Technology,2019-06-07,2019-06-28,addition
2020,SHSP,SHARPSPRING INC,Technology,2020-06-12,2020-06-26,deletion
2019,SIC,SELECT INTERIOR CONCEPTS,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,SIC,SELECT INTERIOR CONCEPTS,Materials & Processing,2020-06-12,2020-06-26,deletion
2018,SIEB,SIEBERT FINANCIAL CORP,Financial Services,2018-06-08,2018-06-22,addition
2021,SIEB,SIEBERT FINANCIAL CORP,Financials,2021-06-04,2021-06-25,deletion
2016,SIEN,SIENTRA INC,Health Care,2016-06-10,2016-06-24,deletion
2017,SIEN,SIENTRA INC,Health Care,2017-05-31,2017-06-23,addition
2022,SIEN,SIENTRA INC,Health Care,2022-06-03,2022-06-24,deletion
2016,SILC,SILICOM LTD,Technology,2016-06-10,2016-06-24,addition
2017,SILC,SILICOM LTD,Technology,2017-05-31,2017-06-23,deletion
2021,SKLZ,SKILLZ INC (A),Technology,2021-06-04,2021-06-25,addition
2023,SKLZ,SKILLZ INC (A),Technology,2023-05-19,2023-06-23,deletion
2018,SLCT,SELECT BANCORP INC,Financial Services,2018-06-08,2018-06-22,addition
2021,SLCT,SELECT BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2020,SLNO,SOLENO THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,SLNO,SOLENO THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2020,SMED,SHARPS COMPLIANCE CORP,Producer Durables,2020-06-12,2020-06-26,addition
