year,ticker,company,sector,preliminary_posted,effective_date,list_kind
2022,SMED,SHARPS COMPLIANCE CORP,Utilities,2022-06-03,2022-06-24,deletion
2020,SMHI,SEACOR MARINE HOLDINGS,Energy,2020-06-12,2020-06-26,deletion
2023,SMHI,SEACOR MARINE HOLDINGS,Energy,2023-05-19,2023-06-23,addition
2021,SMMT,SUMMIT THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,addition
2022,SMMT,SUMMIT THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,deletion
2023,SMMT,SUMMIT THERAPEUTICS INC,Health Care,2023-05-19,2023-06-23,addition
2017,SMRT,STEIN MART INC,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2022,SMRT,SMARTRENT INC,Technology,2022-06-03,2022-06-24,addition
2020,SMSI,SMITH MICRO SOFTWARE INC,Technology,2020-06-12,2020-06-26,addition
2022,SMSI,SMITH MICRO SOFTWARE INC,Technology,2022-06-03,2022-06-24,deletion
2022,SNCE,SCIENCE 37 HOLDINGS INC,Health Care,2022-06-03,2022-06-24,addition
2023,SNCE,SCIENCE 37 HOLDINGS INC,Health Care,2023-05-19,2023-06-23,deletion
2019,SNCR,SYNCHRONOSS TECHNOLOGY,Technology,2019-06-07,2019-06-28,addition
2021,SNCR,SYNCHRONOSS TECHNOLOGY,Technology,2021-06-04,2021-06-25,deletion
2020,SNFCA,SECURITY NATL FINL CORP,Financial Services,2020-06-12,2020-06-26,addition
2021,SNFCA,SECURITY NATL FINL CORP,Financials,2021-06-04,2021-06-25,deletion
2023,SNFCA,SECURITY NATL FINL CORP,Financials,2023-05-19,2023-06-23,addition
2022,SOND,SONDER HOLDINGS INC,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,SOND,SONDER HOLDINGS INC,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2019,SONM,SONIM TECHNOLOGIES,Technology,2019-06-07,2019-06-28,addition
2020,SONM,SONIM TECHNOLOGIES,Technology,2020-06-12,2020-06-26,deletion
2022,SPIR,SPIRE GLOBAL INC (A),Industrials,2022-06-03,2022-06-24,addition
2023,SPIR,SPIRE GLOBAL INC (A),Industrials,2023-05-19,2023-06-23,deletion
2016,SPNE,SEASPINE HOLDINGS CORP,Health Care,2016-06-10,2016-06-24,deletion
2018,SPNE,SEASPINE HOLDINGS CORP,Health Care,2018-06-08,2018-06-22,addition
2017,SPNS,SAPIENS INTL CORP NV,Technology,2017-05-31,2017-06-23,deletion
2020,SPNS,SAPIENS INTL CORP NV,Technology,2020-06-12,2020-06-26,addition
2021,SPOK,SPOK HOLDINGS INC,Telecommunications,2021-06-04,2021-06-25,deletion
2023,SPOK,SPOK HOLDINGS INC,Telecommunications,2023-05-19,2023-06-23,addition
2020,SREV,SERVICESOURCE INTL,Producer Durables,2020-06-12,2020-06-26,addition
2021,SREV,SERVICESOURCE INTL,Industrials,2021-06-04,2021-06-25,deletion
2017,SRNE,SORRENTO THERAPEUTICS,Health Care,2017-05-31,2017-06-23,deletion
2018,SRNE,SORRENTO THERAPEUTICS,Health Care,2018-06-08,2018-06-22,addition
2022,SRRK,SCHOLAR ROCK HOLDING,Health Care,2022-06-03,2022-06-24,deletion
2023,SRRK,SCHOLAR ROCK HOLDING,Health Care,2023-05-19,2023-06-23,addition
2017,SRT,STARTEK INC,Producer Durables,2017-05-31,2017-06-23,addition
2019,SRT,STARTEK INC,Producer Durables,2019-06-07,2019-06-28,addition
2022,SRT,STARTEK INC,Industrials,2022-06-03,2022-06-24,deletion
2016,STE,STERIS PLC,Health Care,2016-06-10,2016-06-24,deletion
2017,STE,STERIS PLC,Health Care,2017-05-31,2017-06-23,addition
2020,STIM,NEURONETICS INC,Health Care,2020-06-12,2020-06-26,deletion
2021,STIM,NEURONETICS,Health Care,2021-06-04,2021-06-25,addition
2022,STIM,NEURONETICS INC,Health Care,2022-06-03,2022-06-24,deletion
2022,STRC,SARCOS TECHNOLOGY AND ROBOTICS CORP (A),Industrials,2022-06-03,2022-06-24,addition
2023,STRC,SARCOS TECH AND ROBO (A),Industrials,2023-05-19,2023-06-23,deletion
2016,STRS,STRATUS PPTYS INC,Financial Services,2016-06-10,2016-06-24,addition
2021,STRS,STRATUS PPTYS INC,Real Estate,2021-06-04,2021-06-25,deletion
2022,STRS,STRATUS PROPERTIES INC,Real Estate,2022-06-03,2022-06-24,addition
2020,STXS,STEREOTAXIS,Health Care,2020-06-12,2020-06-26,addition
2022,STXS,STEREOTAXIS,Health Care,2022-06-03,2022-06-24,deletion
2022,SUNL,SUNLIGHT FINANCIAL HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,addition
2023,SUNL,SUNLIGHT FINL HLDGS (A),Financials,2023-05-19,2023-06-23,deletion
2018,SURF,SURFACE ONCOLOGY,Health Care,2018-06-08,2018-06-22,addition
2021,SURF,SURFACE ONCOLOGY,Health Care,2021-06-04,2021-06-25,addition
2022,SURF,SURFACE ONCOLOGY,Health Care,2022-06-03,2022-06-24,deletion
2018,SVRA,SAVARA INC,Health Care,2018-06-08,2018-06-22,addition
2021,SVRA,SAVARA INC,Health Care,2021-06-04,2021-06-25,deletion
2023,SVRA,SAVARA INC,Health Care,2023-05-19,2023-06-23,addition
2020,SWKH,SWK HOLDINGS,Financial Services,2020-06-12,2020-06-26,addition
2021,SWKH,SWK HOLDINGS,Financials,2021-06-04,2021-06-25,deletion
2022,SWKH,SWK HOLDINGS,Financials,2022-06-03,2022-06-24,addition
2018,SYBX,SYNLOGIC INC,Health Care,2018-06-08,2018-06-22,addition
2020,SYBX,SYNLOGIC INC,Health Care,2020-06-12,2020-06-26,deletion
2016,SYN,SYNTHETIC BIOLOGICS INC,Health Care,2016-06-10,2016-06-24,addition
2017,SYN,SYNTHETIC BIOLOGICS INC,Health Care,2017-05-31,2017-06-23,deletion
2018,SYNL,SYNALLOY CORP,Materials & Processing,2018-06-08,2018-06-22,addition
2020,SYNL,SYNALLOY CORP,Materials & Processing,2020-06-12,2020-06-26,deletion
2021,TALS,TALARIS THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2023,TALS,TALARIS THERAPEUTICS,Health Care,2023-05-19,2023-06-23,deletion
2020,TARA,PROTARA THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,TARA,PROTARA THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2022,TAST,CARROLS RESTAURANT GRP,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,TAST,CARROLS RESTAURANT GRP,Consumer Discretionary,2023-05-19,2023-06-23,addition
2021,TCDA,TRICIDA INC,Health Care,2021-06-04,2021-06-25,deletion
2022,TCDA,TRICIDA,Health Care,2022-06-03,2022-06-24,addition
2017,TCFC,COMMUNITY FINL CORP MD,Financial Services,2017-05-31,2017-06-23,addition
2021,TCFC,COMMUNITY FINL CORP MD,Financials,2021-06-04,2021-06-25,deletion
2023,TCFC,COMMUNITY FINL CORP MD,Financials,2023-05-19,2023-06-23,addition
2017,TCI,TRANSCONTINENTAL REALTY,Financial Services,2017-05-31,2017-06-23,addition
2021,TCI,TRANSCONTINENTAL REALTY,Real Estate,2021-06-04,2021-06-25,deletion
2022,TCI,TRANSCONTINENTAL REALTY INVESTORS INC,Real Estate,2022-06-03,2022-06-24,addition
2019,TCRR,TCR2 THERAPEUTICS,Health Care,2019-06-07,2019-06-28,addition
2022,TCRR,TCR2 THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2017,TDW,TIDEWATER INC,Producer Durables,2017-05-31,2017-06-23,deletion
2018,TDW,TIDEWATER INC,Producer Durables,2018-06-08,2018-06-22,addition
2020,TELA,TELA BIO,Health Care,2020-06-12,2020-06-26,addition
2021,TELA,TELA BIO,Health Care,2021-06-04,2021-06-25,deletion
2023,TELA,TELA BIO,Health Care,2023-05-19,2023-06-23,addition
2022,TERN,TERNS PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,TERN,TERNS PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2019,TESS,TESSCO TECHNOLOGIES INC,Technology,2019-06-07,2019-06-28,addition
2020,TESS,TESSCO TECHNOLOGIES INC,Technology,2020-06-12,2020-06-26,deletion
2019,TEUM,PARETEUM,Technology,2019-06-07,2019-06-28,addition
2020,TEUM,PARETEUM,Utilities,2020-06-12,2020-06-26,deletion
2021,TIL,INSTIL BIO,Health Care,2021-06-04,2021-06-25,addition
2023,TIL,INSTIL BIO,Health Care,2023-05-19,2023-06-23,deletion
2020,TK,TEEKAY CORP,Producer Durables,2020-06-12,2020-06-26,deletion
2021,TK,TEEKAY,Industrials,2021-06-04,2021-06-25,addition
2017,TNDM,TANDEM DIABETES CARE INC,Health Care,2017-05-31,2017-06-23,deletion
2018,TNDM,TANDEM DIABETES CARE INC,Health Care,2018-06-08,2018-06-22,addition
2020,TNK,TEEKAY TANKERS LTD,Producer Durables,2020-06-12,2020-06-26,deletion
2021,TNK,TEEKAY TANKERS,Industrials,2021-06-04,2021-06-25,addition
2022,TNON,TENON MEDICAL INC,Health Care,2022-06-03,2022-06-24,addition
2023,TNON,TENON MEDICAL INC,Health Care,2023-05-19,2023-06-23,deletion
2021,TNXP,TONIX PHARMACEUTICALS HOLDING CORP,Health Care,2021-06-04,2021-06-25,addition
2022,TNXP,TONIX PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2022,TOI,THE ONCOLOGY INSTITUTE INC (A),Health Care,2022-06-03,2022-06-24,addition
2023,TOI,THE ONCOLOGY INC (A),Health Care,2023-05-19,2023-06-23,deletion
2022,TRDA,ENTRADA THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2023,TRDA,ENTRADA THERAPEUTICS,Health Care,2023-05-19,2023-06-23,addition
2021,TRVN,TREVENA,Health Care,2021-06-04,2021-06-25,addition
2022,TRVN,TREVENA INC,Health Care,2022-06-03,2022-06-24,deletion
2017,TRXC,TRANSENTERIX INC,Health Care,2017-05-31,2017-06-23,deletion
2018,TRXC,TRANSENTERIX INC,Health Care,2018-06-08,2018-06-22,addition
2020,TRXC,TRANSENTERIX INC,Health Care,2020-06-12,2020-06-26,deletion
2017,TSBK,TIMBERLAND BANCORP INC,Financial Services,2017-05-31,2017-06-23,addition
2021,TSBK,TIMBERLAND BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2023,TSBK,TIMBERLAND BANCORP INC,Financials,2023-05-19,2023-06-23,addition
2021,TTCF,TATTOOED CHEF INC (A),Consumer Staples,2021-06-04,2021-06-25,addition
2023,TTCF,TATTOOED CHEF INC (A),Consumer Staples,2023-05-19,2023-06-23,deletion
2020,TTI,TETRA TECHNOLOGIES INC,Energy,2020-06-12,2020-06-26,deletion
2021,TTI,TETRA TECHNOLOGIES,Energy,2021-06-04,2021-06-25,addition
2016,TTNP,TITAN PHARMACEUTICALS,Health Care,2016-06-10,2016-06-24,addition
2017,TTNP,TITAN PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,deletion
2017,TTOO,T2 BIOSYSTEMS INC,Health Care,2017-05-31,2017-06-23,deletion
2018,TTOO,T2 BIOSYSTEMS INC,Health Care,2018-06-08,2018-06-22,addition
2020,TUSK,MAMMOTH ENERGY SERVICES,Energy,2020-06-12,2020-06-26,deletion
2023,TUSK,MAMMOTH ENERGY SERVICES,Energy,2023-05-19,2023-06-23,addition
2020,TWI,TITAN INTERNATIONAL INC,Producer Durables,2020-06-12,2020-06-26,deletion
2021,TWI,TITAN INTL,Industrials,2021-06-04,2021-06-25,addition
2016,TWIN,TWIN DISC INC,Producer Durables,2016-06-10,2016-06-24,deletion
2017,TWIN,TWIN DISC INC,Producer Durables,2017-05-31,2017-06-23,addition
2020,TWIN,TWIN DISC INC,Producer Durables,2020-06-12,2020-06-26,deletion
2018,TYME,TYME,Health Care,2018-06-08,2018-06-22,addition
2021,TYME,TYME,Health Care,2021-06-04,2021-06-25,deletion
2016,TZOO,TRAVELZOO INC,Technology,2016-06-10,2016-06-24,deletion
2018,TZOO,TRAVELZOO,Technology,2018-06-08,2018-06-22,addition
2020,TZOO,TRAVELZOO,Technology,2020-06-12,2020-06-26,deletion
2021,UAVS,AGEAGLE AERIAL SYSTEMS,Industrials,2021-06-04,2021-06-25,addition
2022,UAVS,AGEAGLE AERIAL SYSTEMS,Industrials,2022-06-03,2022-06-24,deletion
2017,UBFO,UNITED SECURITY BANC,Financial Services,2017-05-31,2017-06-23,addition
2021,UBFO,UNITED SECURITY BANC,Financials,2021-06-04,2021-06-25,deletion
2018,UBX,UNITY BIOTECHNOLOGY,Health Care,2018-06-08,2018-06-22,addition
2021,UBX,UNITY BIOTECHNOLOGY,Health Care,2021-06-04,2021-06-25,deletion
2016,UEC,URANIUM ENERGY CORP,Materials & Processing,2016-06-10,2016-06-24,deletion
2017,UEC,URANIUM ENERGY CORP,Materials & Processing,2017-05-31,2017-06-23,addition
2016,UFAB,UNIQUE FABRICATING INC,Consumer Discretionary,2016-06-10,2016-06-24,addition
2017,UFAB,UNIQUE FABRICATING INC,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2022,UIHC,UNITED INS HLDGS CORP,Financials,2022-06-03,2022-06-24,deletion
2023,UIHC,UNITED INS HLDGS CORP,Financials,2023-05-19,2023-06-23,addition
2020,ULBI,ULTRALIFE CORPORATION,Producer Durables,2020-06-12,2020-06-26,addition
2021,ULBI,ULTRALIFE CORPORATION,Industrials,2021-06-04,2021-06-25,deletion
2016,UNB,UNION BANKSHARES INC,Financial Services,2016-06-10,2016-06-24,addition
2020,UNB,UNION BANKSHARES INC,Financial Services,2020-06-12,2020-06-26,deletion
2017,UNTY,UNITY BANCORP INC,Financial Services,2017-05-31,2017-06-23,addition
2021,UNTY,UNITY BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2022,UNTY,UNITY BANCORP,Financials,2022-06-03,2022-06-24,addition
2017,UONEK,URBAN ONE INC,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2022,UONEK,URBAN ONE INC CL D,Consumer Discretionary,2022-06-03,2022-06-24,addition
2022,UP,WHEELS UP EXPERIENCE INC,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,UP,WHEELS UP EXP INC,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2017,UPLD,UPLAND SOFTWARE INC,Technology,2017-05-31,2017-06-23,addition
2023,UPLD,UPLAND SOFTWARE INC,Technology,2023-05-19,2023-06-23,deletion
2021,URG,UR-ENERGY INC.,Basic Materials,2021-06-04,2021-06-25,addition
2023,URG,UR ENERGY,Basic Materials,2023-05-19,2023-06-23,deletion
2019,URGN,UROGEN PHARMA,Health Care,2019-06-07,2019-06-28,addition
2022,URGN,UROGEN PHARMA,Health Care,2022-06-03,2022-06-24,deletion
2023,URGN,UROGEN PHARMA,Health Care,2023-05-19,2023-06-23,addition
2017,USAK,USA TRUCK INC,Producer Durables,2017-05-31,2017-06-23,deletion
2018,USAK,USA TRUCK INC,Producer Durables,2018-06-08,2018-06-22,addition
2019,USWS,U.S. WELL SERVICES,Energy,2019-06-07,2019-06-28,addition
2020,USWS,U.S. WELL SERVICES,Energy,2020-06-12,2020-06-26,deletion
2022,USX,US XPRESS ENTERPRISES,Industrials,2022-06-03,2022-06-24,deletion
2023,USX,US XPRESS ENTERPRISES,Industrials,2023-05-19,2023-06-23,addition
2016,UTI,UNIVERSAL TECHNICAL INST,Consumer Discretionary,2016-06-10,2016-06-24,deletion
2020,UTI,UNIVERSAL TECHNICAL INST,Consumer Discretionary,2020-06-12,2020-06-26,addition
2021,UTI,UNIVERSAL TECHNICAL INST,Consumer Discretionary,2021-06-04,2021-06-25,deletion
2022,UTI,UNIVERSAL TECHNICAL INSTITUTE,Consumer Discretionary,2022-06-03,2022-06-24,addition
2016,UUUU,ENERGY FUELS INC,Materials & Processing,2016-06-10,2016-06-24,deletion
2018,UUUU,ENERGY FUELS INC,Materials & Processing,2018-06-08,2018-06-22,addition
2022,VATE,INNOVATE CORP,Industrials,2022-06-03,2022-06-24,deletion
2023,VATE,INNOVATE CORP,Industrials,2023-05-19,2023-06-23,addition
2017,VBIV,VBI VACCINES INC,Health Care,2017-05-31,2017-06-23,addition
2019,VBIV,VBI VACCINES INC,Health Care,2019-06-07,2019-06-28,addition
2023,VBIV,VBI VACCINES INC,Health Care,2023-05-19,2023-06-23,deletion
2022,VCSA,VACASA INC (A),Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,VCSA,VACASA INC (A),Consumer Discretionary,2023-05-19,2023-06-23,deletion
2020,VEL,VELOCITY FINANCIAL INC,Financial Services,2020-06-12,2020-06-26,deletion
2021,VEL,VELOCITY FINANCIAL INC,Financials,2021-06-04,2021-06-25,addition
2017,VERI,VERITONE INC,Technology,2017-05-31,2017-06-23,addition
2020,VERI,VERITONE INC,Technology,2020-06-12,2020-06-26,addition
2020,VERO,VENUS CONCEPT,Health Care,2020-06-12,2020-06-26,addition
2021,VERO,VENUS CONCEPT,Health Care,2021-06-04,2021-06-25,deletion
2020,VERU,VERU INC,Consumer Staples,2020-06-12,2020-06-26,addition
2023,VERU,VERU INC,Consumer Staples,2023-05-19,2023-06-23,deletion
2020,VERY,VERICITY,Financial Services,2020-06-12,2020-06-26,addition
2021,VERY,VERICITY,Financials,2021-06-04,2021-06-25,deletion
2020,VHI,VALHI INC,Materials & Processing,2020-06-12,2020-06-26,deletion
2021,VHI,VALHI INC,Basic Materials,2021-06-04,2021-06-25,addition
2021,VIEW,VIEW INC (A),Industrials,2021-06-04,2021-06-25,addition
2023,VIEW,VIEW INC (A),Industrials,2023-05-19,2023-06-23,deletion
2022,VIGL,VIGIL NEUROSCIENCE,Health Care,2022-06-03,2022-06-24,deletion
2023,VIGL,VIGIL NEUROSCIENCE,Health Care,2023-05-19,2023-06-23,addition
2021,VINC,VINCERX INC,Health Care,2021-06-04,2021-06-25,addition
2022,VINC,VINCERX INC,Health Care,2022-06-03,2022-06-24,deletion
2021,VIRX,VIRACTA THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,addition
2022,VIRX,VIRACTA THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,deletion
2018,VKTX,VIKING THERAPEUTICS INC,Health Care,2018-06-08,2018-06-22,addition
2022,VKTX,VIKING THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,deletion
2023,VKTX,VIKING THERAPEUTICS INC,Health Care,2023-05-19,2023-06-23,addition
2020,VMD,VIEMED HEALTHCARE,Health Care,2020-06-12,2020-06-26,addition
2022,VMD,VIEMED HEALTHCARE,Health Care,2022-06-03,2022-06-24,deletion
2023,VMD,VIEMED HEALTHCARE,Health Care,2023-05-19,2023-06-23,addition
2017,VNCE,VINCE HOLDING CORP,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2019,VNCE,VINCE HOLDING CORP,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,VNCE,VINCE HOLDING CORP,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2020,VNRX,VOLITIONRX LTD,Health Care,2020-06-12,2020-06-26,addition
2021,VNRX,VOLITIONRX LTD,Health Care,2021-06-04,2021-06-25,deletion
2022,VOR,VOR BIOPHARMA,Health Care,2022-06-03,2022-06-24,deletion
2023,VOR,VOR BIOPHARMA,Health Care,2023-05-19,2023-06-23,addition
2016,VOXX,VOXX INTERNATIONAL CORP,Consumer Discretionary,2016-06-10,2016-06-24,deletion
2017,VOXX,VOXX INTERNATIONAL CORP,Consumer Discretionary,2017-05-31,2017-06-23,addition
2020,VOXX,VOXX INTERNATIONAL CORP,Consumer Discretionary,2020-06-12,2020-06-26,addition
2022,VOXX,VOXX INTERNATIONAL CORP,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,VOXX,VOXX INTERNATIONAL CORP,Consumer Discretionary,2023-05-19,2023-06-23,addition
2022,VRA,VERA BRADLEY INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,VRA,VERA BRADLEY INC,Consumer Discretionary,2023-05-19,2023-06-23,addition
2022,VRCA,VERRICA PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,VRCA,VERRICA PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2016,VSTM,VERASTEM INC,Health Care,2016-06-10,2016-06-24,deletion
2018,VSTM,VERASTEM INC,Health Care,2018-06-08,2018-06-22,addition
2020,VSTM,VERASTEM INC,Health Care,2020-06-12,2020-06-26,addition
2022,VSTM,VERASTEM INC,Health Care,2022-06-03,2022-06-24,deletion
2021,VTGN,VISTAGEN THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2023,VTGN,VISTAGEN THERAPEUTICS,Health Care,2023-05-19,2023-06-23,deletion
2017,VTL,VITAL THERAPIES INC,Health Care,2017-05-31,2017-06-23,deletion
2018,VTL,VITAL THERAPIES INC,Health Care,2018-06-08,2018-06-22,addition
2020,VTVT,VTV THERAPEAUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,VTVT,VTV THERAPEAUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2018,VUZI,VUZIX CORP,Consumer Discretionary,2018-06-08,2018-06-22,addition
2021,VUZI,VUZIX CORP,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,VWE,VINTAGE WINE ESTATES,Consumer Staples,2022-06-03,2022-06-24,addition
2023,VWE,VINTAGE WINE ESTATES INC,Consumer Staples,2023-05-19,2023-06-23,deletion
2020,VXRT,VAXART INC,Health Care,2020-06-12,2020-06-26,addition
2023,VXRT,VAXART INC,Health Care,2023-05-19,2023-06-23,deletion
2021,VYGR,VOYAGER THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2023,VYGR,VOYAGER THERAPEUTICS INC,Health Care,2023-05-19,2023-06-23,addition
2016,WATT,ENERGOUS CORP,Producer Durables,2016-06-10,2016-06-24,addition
2020,WATT,ENERGOUS CORP,Producer Durables,2020-06-12,2020-06-26,deletion
2022,WE,WEWORK INC (A),Real Estate,2022-06-03,2022-06-24,addition
2023,WE,WEWORK INC (A),Real Estate,2023-05-19,2023-06-23,deletion
2021,WEYS,WEYCO GROUP INC,Consumer Discretionary,2021-06-04,2021-06-25,deletion
2022,WEYS,WEYCO GRP INC,Consumer Discretionary,2022-06-03,2022-06-24,addition
2016,WIX,WIX LTD,Technology,2016-06-10,2016-06-24,deletion
2021,WIX,WIX.COM,Technology,2021-06-04,2021-06-25,addition
2023,WIX,WIX LTD,Technology,2023-05-19,2023-06-23,deletion
2016,WKHS,WORKHORSE GROUP INC,Producer Durables,2016-06-10,2016-06-24,addition
2017,WKHS,WORKHORSE GROUP INC,Producer Durables,2017-05-31,2017-06-23,deletion
2020,WKHS,WORKHORSE GROUP INC,Producer Durables,2020-06-12,2020-06-26,addition
2016,WLFC,WILLIS LEASE FINANCE,Producer Durables,2016-06-10,2016-06-24,addition
2022,WLFC,WILLIS LEASE FINANCE,Industrials,2022-06-03,2022-06-24,deletion
2023,WLFC,WILLIS LEASE FINANCE,Industrials,2023-05-19,2023-06-23,addition
2019,WTRH,WAITR HOLDINGS INC,Consumer Discretionary,2019-06-07,2019-06-28,addition
2021,WTRH,WAITR HOLDINGS INC,Technology,2021-06-04,2021-06-25,deletion
2016,WVE,WAVE LIFE SCIENCES LTD,Health Care,2016-06-10,2016-06-24,addition
2022,WVE,WAVE LIFE SCIENCES LTD,Health Care,2022-06-03,2022-06-24,deletion
2023,WVE,WAVE LIFE SCIENCES LTD,Health Care,2023-05-19,2023-06-23,addition
2020,XAIR,BEYOND AIR INC,Health Care,2020-06-12,2020-06-26,addition
2021,XAIR,BEYOND AIR INC,Health Care,2021-06-04,2021-06-25,deletion
2023,XAIR,BEYOND AIR INC,Health Care,2023-05-19,2023-06-23,addition
2019,XBIT,XBIOTECH INC,Health Care,2019-06-07,2019-06-28,addition
2022,XBIT,XBIOTECH INC,Health Care,2022-06-03,2022-06-24,deletion
2020,XCUR,EXICURE,Health Care,2020-06-12,2020-06-26,addition
2021,XCUR,EXICURE,Health Care,2021-06-04,2021-06-25,deletion
2018,XELA,EXELA TECHNOLOGIES,Producer Durables,2018-06-08,2018-06-22,addition
2020,XELA,EXELA TECHNOLOGIES,Producer Durables,2020-06-12,2020-06-26,deletion
2021,XERS,XERIS PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,deletion
2022,XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,2022-06-03,2022-06-24,addition
2021,XFOR,X4 PHARMACEUTICALS INC,Health Care,2021-06-04,2021-06-25,deletion
2023,XFOR,X4 PHARMACEUTICALS INC,Health Care,2023-05-19,2023-06-23,addition
2021,XL,XL FLEET CORP (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,XL,XL FLEET CORP (A),Consumer Discretionary,2022-06-03,2022-06-24,deletion
2020,XOG,EXTRACTION OIL & GAS INC,Energy,2020-06-12,2020-06-26,deletion
2021,XOG,EXTRACTION OIL & GAS,Energy,2021-06-04,2021-06-25,addition
2016,XOMA,XOMA CORPORATION,Health Care,2016-06-10,2016-06-24,deletion
2018,XOMA,XOMA CORP,Health Care,2018-06-08,2018-06-22,addition
2020,XOMA,XOMA CORP,Health Care,2020-06-12,2020-06-26,addition
2022,XOMA,XOMA CORP,Health Care,2022-06-03,2022-06-24,deletion
2023,XOMA,XOMA CORP,Health Care,2023-05-19,2023-06-23,addition
2022,XOS,XOS INC (A),Industrials,2022-06-03,2022-06-24,addition
2023,XOS,XOS INC (A),Industrials,2023-05-19,2023-06-23,deletion
2018,XXII,22ND CENTURY GROUP INC,Consumer Staples,2018-06-08,2018-06-22,addition
2020,XXII,22ND CENTURY GROUP INC,Consumer Staples,2020-06-12,2020-06-26,deletion
2021,XXII,22ND CENTURY GROUP INC.,Consumer Staples,2021-06-04,2021-06-25,addition
2023,XXII,22ND CENTURY GROUP INC,Consumer Staples,2023-05-19,2023-06-23,deletion
2019,YCBD,CBDMD INC,Consumer Staples,2019-06-07,2019-06-28,addition
2020,YCBD,CBDMD INC,Consumer Staples,2020-06-12,2020-06-26,deletion
2021,YELL,YELLOW CORPORATION,Industrials,2021-06-04,2021-06-25,addition
2022,YELL,YELLOW CORPORATION,Industrials,2022-06-03,2022-06-24,deletion
2019,YGYI,YOUNGEVITY INTERNATIONAL,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,YGYI,YOUNGEVITY INTERNATIONAL,Consumer Staples,2020-06-12,2020-06-26,deletion
2022,ZEV,LIGHTNING EMOTORS INC,Industrials,2022-06-03,2022-06-24,addition
2023,ZEV,LIGHTNING EMOTORS INC,Industrials,2023-05-19,2023-06-23,deletion
2017,ZFGN,ZAFGEN INC,Health Care,2017-05-31,2017-06-23,deletion
2018,ZFGN,ZAFGEN INC,Health Care,2018-06-08,2018-06-22,addition
2022,ZGN,ERMENEGILDO ZENGA N V (A),Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,ZGN,ERMENEGILDO ZENGA NV (A),Consumer Discretionary,2023-05-19,2023-06-23,deletion
2022,ZVIA,ZEVIA PBC,Consumer Staples,2022-06-03,2022-06-24,deletion
2023,ZVIA,ZEVIA PBC,Consumer Staples,2023-05-19,2023-06-23,addition
2021,ZY,ZYMERGEN,Basic Materials,2021-06-04,2021-06-25,addition
2022,ZY,ZYMERGEN,Basic Materials,2022-06-03,2022-06-24,deletion
2016,ZYNE,ZYNERBA PHARMACEUTICALS,Health Care,2016-06-10,2016-06-24,deletion
2017,ZYNE,ZYNERBA PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,addition
2019,ZYNE,ZYNERBA PHARMACEUTICALS,Health Care,2019-06-07,2019-06-28,addition
2020,ZYNE,ZYNERBA PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,deletion
