company,symbol,sector,list_kind,index_kind,source_file
BIOMEA FUSION,BMEA,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BIONANO GENOMICS INC,BNGO,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BLINK CHARGING,BLNK,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BLUE RIDGE BANKSHARES,BRBS,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BLUELINX HOLDINGS,BXC,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BRAEMAR HOTELS & RESORTS,BHR,Real Estate,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BROOKLYN IMMUNO THERAPEUTICS,BTX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BTRS HOLDINGS INC (A),BTRS,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BUTTERFLY NETWORK INC (A),BFLY,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
BYRNA TECHNOLOGIES,BYRN,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CALIFORNIA RESOURCES,CRC,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CALLON PETROLEUM,CPE,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CANOO INC (A),GOEV,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CANTALOUPE INC,CTLP,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CARDIFF ONCOLOGY INC,CRDF,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CARLOTZ INC (A),LOTZ,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CASTLIGHT HEALTH,CSLT,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CELCUITY,CELC,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CELLDEX THERAPEUTICS,CLDX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CENTENNIAL RESOURCE DEVELOPMENT,CDEV,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CENTRUS ENERGY CORPORATION,LEU,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CEREVEL THERAPEUTICS HOLDINGS (A),CERE,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CHARGEPOINT HOLDINGS INC (A),CHPT,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CHESAPEAKE ENERGY,CHK,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,CSSE,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CITIUS PHARMACEUTICALS,CTXR,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CLARIVATE PLC (A),CLVT,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CLEANSPARK,CLSK,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CLEAR CHANNEL OUTDOOR HOLDINGS,CCO,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CLEARPOINT NEURO INC,CLPT,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CLENE INC,CLNN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
COGENT BIOSCIENCES INC,COGT,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
COMMERCIAL VEHICLE GROUP,CVGI,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CONSTELLIUM SE,CSTM,Basic Materials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
COURSERA,COUR,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CUREVAC NV,CVAC,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CURIOSITYSTREAM INC (A),CURI,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
CURIS INC,CRIS,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DANIMER SCIENTIFIC INC (A),DNMR,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DARIOHEALTH,DRIO,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DENBURY,DEN,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DESIGN THERAPEUTICS,DSGN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DESKTOP METAL INC (A),DM,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DIGITAL MEDIA SOLUTIONS INC (A),DMS,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DIGITALOCEAN HOLDINGS,DOCN,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DIVERSEY HOLDINGS,DSEY,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DONNELLEY (RR) & SONS,RRD,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DOORDASH,DASH,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DOUBLEVERIFY HOLDINGS,DV,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DRAFTKINGS INC (A),DKNG,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DRIVE SHACK,DS,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
DUCKHORN PORTFOLIO,NAPA,Consumer Staples,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
E2OPEN PARENT HOLDINGS INC (A),ETWO,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
EDGEWISE THERAPEUTICS,EWTX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
EMCORE CORP,EMKR,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
EOS ENERGY ENTERPRISES INC (A),EOSE,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
ESPORTS TECHNOLOGIES,EBET,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
EXTRACTION OIL & GAS,XOG,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
EYEPOINT PHARMACEUTICALS,EYPT,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FINANCE OF AMERICA COMPANIES INC,FOA,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FINCH THERAPEUTICS GROUP,FNCH,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FISKER INC (A),FSR,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FIVE STAR BANCORP,FSBC,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FLEXSTEEL INDS,FLXS,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FORIAN,FORA,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FORTE BIOSCIENCES INC,FBRX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FRONTIER GROUP HOLDINGS,ULCC,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FTC SOLAR,FTCI,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FTS INTERNATIONAL,FTSI,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FUBOTV,FUBO,Telecommunications,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
FULL HOUSE RESORTS INC.,FLL,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GCM GROSVENOR INC (A),GCMG,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GEMINI THERAPEUTICS INC,GMTX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GENIUS BRANDS INTL INC,GNUS,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GEVO,GEVO,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GLOBALSTAR,GSAT,Telecommunications,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GOLDEN NUGGET ONLINE GAMING INC (A),GNOG,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GREENBOX POS,GBOX,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GREENWICH LIFESCIENCES,GLSI,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
GT BIOPHARMA,GTBP,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HALL OF FAME RESORT AND ENTERTAINMENT CO,HOFV,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HAYWARD HOLDINGS,HAYW,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HIGHPEAK ENERGY INC (A),HPK,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HIREQUEST INC.,HQI,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HONEST COMPANY,HNST,Consumer Staples,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HOVNANIAN ENTERP,HOV,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HUMANIGEN,HGEN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HYLIION HOLDINGS CORP (A),HYLN,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
HYRECAR,HYRE,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
IDEANOMICS,IDEX,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
IKENA ONCOLOGY,IKNA,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
IMPEL NEUROPHARMA,IMPL,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
INDENTIV,INVE,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
INFINITY PHARMACEUTICALS,INFI,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
INFRASTRUCTURE AND ENERGY ALTERNATIVES,IEA,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
INNOVAGE HOLDING,INNV,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
INOTIV INC,NOTV,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
INSTIL BIO,TIL,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
JANUS HENDERSON GROUP,JHG,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
JOANN,JOAN,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
KARAT PACKAGING,KRT,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
KEMPHARM,KMPH,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
KIRKLANDS INC,KIRK,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
KOPIN CORP,KOPN,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
KULICKE SOFFA,KLIC,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
LANDSEA HOMES CORP (A),LSEA,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
LAREDO PETROLEUM,LPI,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
LATHAM GROUP,SWIM,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
LAZYDAYS HOLDINGS,LAZY,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
LINEAGE CELL THERAPEUTICS,LCTX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
LORDSTOWN MOTORS CORP (A),RIDE,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MAIDEN HOLDINGS LTD.,MHLD,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MARATHON DIGITAL HOLDINGS INC,MARA,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MDC PARTNERS INC. CL A,MDCA,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MEDAVAIL HOLDINGS INC,MDVL,Consumer Staples,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
METROMILE INC (A),MILE,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MICROVISION INC,MVIS,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MIMEDX GROUP,MDXG,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MIND MEDICINE MINDMED,MNMD,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MP MATERIALS CORP (A),MP,Basic Materials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
MULTIPLAN CORPORATION (A),MPLN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
NEURONETICS,STIM,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
NEUROPACE,NPCE,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
NEW FORTRESS ENERGY,NFE,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
NIKOLA CORPORATION,NKLA,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
NORTHERN OIL AND GAS,NOG,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
NUVATION BIO INC (A),NUVB,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
NXP SEMICONDUCTORS,NXPI,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
OASIS PETROLEUM,OAS,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
OCUGEN INC,OCGN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
OCWEN FINL CORP,OCN,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
ONCTERNAL THERAPEUTICS INC,ONCT,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
ONE GROUP HOSPITALITY,STKS,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
OPEN LENDING CORPORATION (A),LPRO,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
OPENDOOR TECHNOLOGIES INC (A),OPEN,Real Estate,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
ORAMED PHARMACEUTICALS,ORMP,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
OUSTER INC (A),OUST,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
OUTLOOK THERAPEUTICS,OTLK,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PALANTIR TECHNOLOGIES,PLTR,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PARTY CITY HOLDCO,PRTY,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PAYA HOLDINGS INC (A),PAYA,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PAYSAFE LIMITED (A),PSFE,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PERPETUA RESOURCES,PPTA,Basic Materials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PLBY GROUP INC,PLBY,Consumer Staples,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
POLYMET MINING,PLM,Basic Materials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PORCH GROUP INC (A),PRCH,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PORTAGE BIOTECH,PRTG,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
POSTAL REALTY TRUST,PSTL,Real Estate,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PRIVIA HEALTH GROUP,PRVA,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PROMETHEUS BIOSCIENCES,RXDX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
PURECYCLE TECHNOLOGIES INC,PCT,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
QUANTUMSCAPE,QS,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
RADIUS GLOBAL INFRASTRUCTURE,RADI,Real Estate,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
RAIN THERAPEUTICS,RAIN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
RECURSION PHARMACEUTICALS,RXRX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
REKOR SYSTEMS,REKR,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
RENEO PHARMACEUTICALS,RPHM,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
REVOLVE GROUP,RVLV,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
RILEY EXPLORATION PERMIAN,REPX,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
RIOT BLOCKCHAIN,RIOT,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
ROMEO POWER INC (A),RMO,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
RUSH STREET INTERACTIVE INC (A),RSI,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SEELOS THERAPEUTICS,SEEL,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SENSEONICS HOLDINGS,SENS,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SESEN BIO,SESN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SHIFT TECHNOLOGIES INC (A),SFT,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SHIFT4 PAYMENTS,FOUR,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SKILLZ INC (A),SKLZ,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SKYWATER TECHNOLOGY,SKYT,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SNOWFLAKE,SNOW,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SOC TELEMED INC (A),TLMD,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
STEM INC (A),STEM,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
STONEMOR INC,STON,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SUMMIT THERAPEUTICS INC,SMMT,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SUN COUNTRY AIRLINES HOLDINGS,SNCY,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
SURFACE ONCOLOGY,SURF,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TALARIS THERAPEUTICS,TALS,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TATTOOED CHEF INC (A),TTCF,Consumer Staples,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TEEKAY,TK,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TEEKAY TANKERS,TNK,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TETRA TECHNOLOGIES,TTI,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TEXAS PACIFIC LAND CORPORATION,TPL,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
THE BLACKSTONE GROUP INC,BX,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
THRYV HOLDINGS,THRY,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TITAN INTL,TWI,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TONIX PHARMACEUTICALS HOLDING CORP,TNXP,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TORCHLIGHT ENERGY RESOURCES,TRCH,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TRAVELCENTERS OF AMERICA INC,TA,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TREACE MEDICAL CONCEPTS,TMCI,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TREVENA,TRVN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TRILLIUM THERAPEUTICS,TRIL,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
TUSIMPLE HOLDINGS,TSP,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
UR-ENERGY INC.,URG,Basic Materials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
UTZ BRANDS INC (A),UTZ,Consumer Staples,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
UWM HOLDINGS CORPORATION (A),UWMC,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VALHI INC,VHI,Basic Materials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VELOCITY FINANCIAL INC,VEL,Financials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VELODYNE LIDAR INC,VLDR,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VIEW INC (A),VIEW,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VINCERX INC,VINC,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VINE ENERGY,VEI,Energy,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VIRACTA THERAPEUTICS INC,VIRX,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VISTAGEN THERAPEUTICS,VTGN,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
VUZIX CORP,VUZI,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
WEREWOLF THERAPEUTICS,HOWL,Health Care,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
WHOLE EARTH BRANDS INC (A),FREE,Consumer Staples,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
WIX.COM,WIX,Technology,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
XL FLEET CORP (A),XL,Consumer Discretionary,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
YELLOW CORPORATION,YELL,Industrials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
ZYMERGEN,ZY,Basic Materials,additions,r3000,2021_20210625230319_ru3000_additions_20210625.pdf
1ST CONSTITUTION BANCORP,FCCY,Financials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ABEONA THERAPEUTICS INC,ABEO,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ACELRX PHARMACEUTICALS,ACRX,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ACNB CORP,ACNB,Financials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ADAMS RESOURCES & ENERGY,AE,Energy,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ADMA BIOLOGICS INC,ADMA,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ADVANCED EMISSIONS SLTNS,ADES,Utilities,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AGILE THERAPEUTICS INC,AGRX,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AGRIFY,AGFY,Industrials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AGROFRESH SOLUTIONS INC,AGFS,Basic Materials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AKERNA CORPORATION (A),KERN,Technology,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ALASKA COMMUNICATIONS,ALSK,Telecommunications,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ALICO INC,ALCO,Consumer Staples,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ALPHA PRO TECH LTD,APT,Industrials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ALPINE INCOME PROPERTY T,PINE,Real Estate,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ALSET EHOME INTERNATIONA,AEI,Real Estate,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ALTISOURCE PORTFOLIO,ASPS,Real Estate,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AMERICAN RLTY INVS INC,ARL,Real Estate,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AMES NATL CORP,ATLO,Financials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
APPLIED GENETIC TECH,AGTC,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
APPLIED OPTOELECTRONICS,AAOI,Telecommunications,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
APREA THERAPEUTICS,APRE,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
APTINYX INC,APTX,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AQUESTIVE THERAPEUTICS,AQST,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ARAVIVE INC,ARAV,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ARDMORE SHIPPING CORP,ASC,Industrials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ARLINGTON ASSET INVT,AAIC,Financials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ASPEN GROUP INC,ASPU,Consumer Discretionary,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ASSEMBLY BIOSCIENCES INC,ASMB,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
ASURE SOFTWARE INC,ASUR,Technology,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AUBURN NATL BANCORP,AUBN,Financials,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AVALON GLOBOCARE CORP,AVCO,Real Estate,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AVENUE THERAPEUTICS,ATXI,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AVEO PHARMACEUTICALS INC,AVEO,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
AXCELLA HEALTH,AXLA,Health Care,deletions,r3000,2021_20210626025026_ru3000_deletions_20210625.pdf
