member,reference,construction,sector_group,entry_date,exit_date,holding_days,exit_reason,direction,entry_z,trade_pnl,trade_gross,trade_cost,profitable
TUSK,PUMP,peer,13,2019-05-15,2019-05-22,5,time_forced,long_m_short_ref,-4.0507324372658635,-0.05555260741243634,-0.0289168345739948,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-05-23,2019-05-31,5,time_forced,long_m_short_ref,-4.167066690846862,-0.10601123201737933,-0.07937545917893779,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-06-03,2019-06-10,5,time_forced,long_m_short_ref,-4.714215987093089,-0.2776331774758637,-0.25099740463742215,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-06-11,2019-06-18,5,time_forced,long_m_short_ref,-7.008012541525605,-0.01321912476706654,0.013416648071374992,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-06-19,2019-06-26,5,time_forced,long_m_short_ref,-7.251325545766239,0.04732784141467988,0.07396361425312142,0.026635772838441533,True
TUSK,PUMP,peer,13,2019-06-27,2019-07-01,2,period_forced_close,long_m_short_ref,-6.5301133769323405,-0.04494602293934588,-0.018361263939480843,0.026584758999865035,False
WTI,GTE,peer,13,2019-03-25,2019-04-01,5,time_forced,long_ref_short_m,2.5954602216447853,-0.03149944235591422,-0.002420693036412125,0.029078749319502085,False
WTI,GTE,peer,13,2019-04-02,2019-04-09,5,time_forced,long_ref_short_m,2.728399417731993,0.011243287604381556,0.04032203692388364,0.029078749319502085,True
WTI,GTE,peer,13,2019-06-26,2019-07-01,3,period_forced_close,long_ref_short_m,2.5707681537708544,-0.06478871256929239,-0.0357570641401006,0.02903164842919178,False
XPRO,GTE,peer,13,2019-05-30,2019-06-06,5,time_forced,long_ref_short_m,2.583760989873088,-0.028953661560915875,-0.008547231870681016,0.02040642969023486,False
XPRO,GTE,peer,13,2019-06-07,2019-06-14,5,time_forced,long_ref_short_m,2.6342880179783394,-0.04416947913438716,-0.023763049444152307,0.02040642969023486,False
XPRO,GTE,peer,13,2019-06-17,2019-06-24,5,time_forced,long_ref_short_m,2.6949371304752727,-0.03252038034867203,-0.012113950658437178,0.02040642969023486,False
XPRO,GTE,peer,13,2019-06-25,2019-07-01,4,period_forced_close,long_ref_short_m,3.376592360117846,-0.057556744080750066,-0.037162798498414806,0.020393945582335257,False
ALTO,GPRE,peer,28,2019-03-22,2019-03-29,5,time_forced,long_m_short_ref,-2.5184139140737205,-0.05659438279306514,-0.021770295667950856,0.034824087125114284,False
ALTO,GPRE,peer,28,2019-04-01,2019-04-08,5,time_forced,long_m_short_ref,-2.768972943176298,0.045518066342584124,0.08034215346769841,0.034824087125114284,True
ALTO,GPRE,peer,28,2019-04-17,2019-04-25,5,time_forced,long_m_short_ref,-2.6014557547127595,-0.003748775675029535,0.03107531145008474,0.034824087125114284,False
