date,ls_gross,ls_net,ls_ba,ls_bw,n_long,n_short,skipped,guard_fired,mkt_ret,long_scale,short_scale,beta_long,beta_short,sort_label
2017-01-20,0.0004334047333845038,-0.002648950445120334,0.0030245314601844136,5.7823718320424225e-05,32,32,False,True,0.004485544470662547,0.9053114728537435,1.0946885271462565,1.5063082665332095,1.2457225242890977,tercile
2017-01-23,0.00220590919806961,0.0015993657141153757,0.0005505261207520281,5.6017363202206126e-05,29,29,False,True,-0.004214275118227811,0.9617454914315342,1.0382545085684658,1.4239235535499177,1.3189945687382452,tercile
2017-01-24,-0.0029489944469530474,-0.004418280393439995,0.0014132685832847413,5.6017363202206126e-05,29,29,False,True,0.012440411809625287,0.9617454914315342,1.0382545085684658,1.4239235535499177,1.3189945687382452,tercile
2017-01-25,-0.0063672357418085345,-0.007369485305175801,0.0009476898394310468,5.455972393621918e-05,29,29,False,True,0.009638308427355078,0.9782407518473515,1.0217592481526487,1.3809977604461179,1.3221786736169479,tercile
2017-01-26,-0.0027979976778470805,-0.003553348440202635,0.0006979284966362935,5.742226571926149e-05,28,28,False,True,-0.004645898451104195,0.9482384130977496,1.0517615869022505,1.4680461514998755,1.3235487684547624,tercile
2017-01-27,0.005157901914509098,0.00366458459978729,0.0014357442203329074,5.757309438890096e-05,29,29,False,True,0.0007347394460575253,0.9525927138399359,1.047407286160064,1.4570161188577786,1.3251224782478337,tercile
2017-01-30,0.0009817624556575089,-0.000830380514642269,0.00175660124829355,5.554172200622789e-05,29,29,False,True,-0.011124106424861151,0.9703637577427083,1.0296362422572916,1.4975297907258351,1.411322344165554,tercile
2017-01-31,0.006538311950895624,0.005721489000760754,0.0007619732890237893,5.4849661111080745e-05,30,30,False,True,0.00434502958947584,0.9648454352285155,1.0351545647714846,1.5095360866992154,1.4070063081700046,tercile
2017-02-01,0.0013769196693585546,-0.0009887995300060402,0.002308051561899363,5.766763746523153e-05,20,20,False,False,0.0004818184728251189,0.8853976557027324,1.1146023442972677,1.5693067384852009,1.2465975102621214,quintile
2017-02-02,-0.005978478160681388,-0.006898195903628261,0.000865465087303159,5.425265564371404e-05,32,32,False,True,0.001006025968005251,0.974770401093852,1.025229598906148,1.4556344362279128,1.3839918051154472,tercile
